Region1,Region2,Median_Correlation_CN,Median_Correlation_MCI
1,88,0.190433790948984,0.269102765837677
1,89,0.17647835308044,0.244216278538651
1,90,0.239630350634385,0.284531148971297
1,91,0.226860014015877,0.331336666142288
1,92,0.383870097528658,0.409391148384791
1,93,0.346151739177471,0.47215313393005
1,94,0.402811290790748,0.534388406471507
1,95,0.186217187856927,0.380239813237993
1,96,0.534152968468882,0.561963252909012
1,97,0.662739585264539,0.668889115236142
1,98,0.501395527775617,0.52153910130649
1,99,0.558299391794195,0.572508969349225
1,100,0.56284009626721,0.621276676926878
1,101,1.10011864788676,1.20510006289383
1,102,0.795076708866474,0.890713649710195
1,103,0.924619736960806,0.966884692353106
1,104,0.714494020235109,0.754078478155978
1,105,0.627498412499637,0.806859266409726
1,106,0.776463325407747,0.792563596824422
1,107,0.95513683691149,0.958197636934327
1,108,0.625518145590196,0.661788791772704
1,109,0.883123159424039,0.8843739750874
1,110,0.642581988543804,0.649773350552683
1,111,0.670962088114855,0.708642534667079
1,112,0.630579059623607,0.617868641282241
1,113,0.243880970973566,0.351634420299406
1,114,0.317874707982089,0.379194754121904
1,115,0.245163610341355,0.481006306765739
1,116,0.253530488975199,0.337415327198698
1,117,0.349482570990384,0.383668959283996
1,118,0.227873350015808,0.363974813358778
1,119,0.331464700773594,0.389072248776189
1,120,0.227207287574822,0.345549053761039
1,121,0.273464368331997,0.425766295578736
1,122,0.354088264749665,0.443057440392614
1,123,0.26845855206158,0.351709549014452
1,124,0.330979397168397,0.437971711804352
1,125,0.37420213994452,0.364864503891247
1,126,0.234849106804314,0.301520152058883
1,127,0.313806892834385,0.374958741391975
1,128,0.3426279913592,0.324134288100876
1,129,0.348080951790223,0.377869215215122
1,130,0.220661814165719,0.277300423211379
1,131,0.741806080426336,0.861229553463035
1,132,0.533657428983262,0.632824479387698
1,133,0.696122366455823,0.702816870455207
1,134,0.649325884254398,0.584179485967207
1,135,0.42858622220955,0.510219939574402
1,136,0.579602398211033,0.545555912235174
1,137,0.304095619991458,0.303177196465468
1,138,0.323615032190744,0.431538246105185
1,139,0.610746974337633,0.509143952629672
1,140,0.365672736372521,0.417641139799888
1,141,0.330321790245196,0.47602326106645
1,142,0.385532602986052,0.353171496325373
1,143,0.22879245238137,0.325512245808348
1,144,0.179668166656966,0.242896331159744
1,145,0.308415569752414,0.344956827976781
1,146,0.202899457591241,0.278423904715109
1,147,0.373496697516082,0.428078556487302
1,148,0.346021226878575,0.420166242375487
1,149,0.487659140873308,0.520980007209433
1,150,0.337265482863846,0.43557317093372
1,151,0.312764904325863,0.307009214722098
1,152,0.273316887620189,0.388566345057546
1,153,0.232259082819874,0.342732255239945
1,154,0.19326055568401,0.247512225447327
1,155,0.167504210906064,0.22842778865389
1,156,0.247873666593266,0.283076584973964
1,157,0.146805275447689,0.249402172232215
1,158,0.316333440941402,0.400010222751659
1,159,0.0936112457844154,0.275213892674853
1,160,0.20571971425044,0.379753649065708
1,161,0.215053104088038,0.261681109712775
1,162,0.271738361168013,0.353436383877488
1,163,0.265853620675686,0.306586209748204
1,164,0.487459375910659,0.624008238713526
1,165,0.432650994902265,0.453079994402581
1,166,0.422987599010197,0.42650227414004
1,167,0.207387198223634,0.376043719746833
1,168,0.19842688736502,0.283991463210022
1,169,0.200000591461585,0.351057530639846
1,170,0.156947780314064,0.305324181852345
1,171,0.240194156675931,0.305209264052325
1,172,0.391370336174416,0.413427868493955
1,173,0.291887332841923,0.27257342594871
1,174,0.303363371459845,0.335594780646201
1,175,0.29451588317267,0.305206854038297
1,176,0.324376290268485,0.374173650535641
1,177,0.328315218202245,0.528332509284593
1,178,0.283209706194454,0.435060505478168
1,179,0.306599642074973,0.379517502042504
1,180,0.195192869963584,0.297527501604846
1,181,0.587514803487579,0.668599445974883
1,182,0.571672370040218,0.549028059652473
1,183,0.350399944619486,0.41238438004913
1,184,0.281927174514043,0.396668069432454
1,185,0.217719054161878,0.316804106962786
1,186,0.521187197905043,0.510264152238417
1,187,0.100838251131128,0.0573717304867448
1,188,0.0851870765286076,0.137814156154624
1,189,0.21741910911433,0.363788188747386
1,190,0.207290610954835,0.412052879201623
1,191,0.241828916848312,0.301203883482928
1,192,0.190269247659175,0.365655458874686
1,193,0.307604886290178,0.388100259919266
1,194,0.433754841164703,0.532770016604759
1,195,0.662217895464682,0.646572893125601
1,196,0.480224164560154,0.55430229564431
1,197,0.240169534856709,0.400204074422781
1,198,0.355923509406749,0.473836185101931
1,199,0.356433810833173,0.481913405020331
1,200,0.322694642553975,0.375817434365087
2,1,0.745091029776813,0.850384340342579
2,2,Inf,Inf
2,3,0.860912547090094,0.936893731085354
2,4,0.821321970028593,0.904187550955297
2,5,0.748537964605449,0.775496313711115
2,6,0.529176579440979,0.587769779958039
2,7,0.350606150293767,0.464214058995035
2,8,0.397967607654556,0.487235043841687
2,9,0.294116884536121,0.353278215734767
2,10,0.45420292511082,0.466958762327879
2,11,0.301940087846282,0.406494731377949
2,12,0.435116775030372,0.555273311364132
2,13,0.331597979139985,0.259193919217173
2,14,0.234993378822445,0.122363956281148
2,15,0.264712840558659,0.206332853411167
2,16,0.213157135401157,0.219810884218389
2,17,0.221680593151257,0.242562727875235
2,18,0.218118499445862,0.131932279945017
2,19,0.382804060273773,0.320543663119797
2,20,0.319241207649389,0.234887416052154
2,21,0.26260277537865,0.210453830326435
2,22,0.314306261110697,0.321367963883082
2,23,0.25949378952859,0.219823540306954
2,24,0.250738779673018,0.285769560038673
2,25,0.311380906921555,0.290518324317547
2,26,0.2729754207441,0.224682720404358
2,27,0.220609831006286,0.251880542102002
2,28,0.285047963899784,0.291232643383772
2,29,0.561038501571958,0.502763625660292
2,30,0.761453569659516,0.818661638290422
2,31,0.481137642627749,0.551899907073314
2,32,0.41832472304898,0.378002533571106
2,33,0.484832804289173,0.44326495065456
2,34,0.427136314827493,0.30226667353864
2,35,0.227982472089071,0.241927568882191
2,36,0.31790657430732,0.220728590560463
2,37,0.314515612008716,0.274351021471842
2,38,0.360163911429192,0.31099880915915
2,39,0.246492223624459,0.290953648449105
2,40,0.257477429504203,0.300255241323437
2,41,0.21986768624294,0.19568212760755
2,42,0.18791332587245,0.197179287696637
2,43,0.205650560284994,0.277716500842559
2,44,0.391602993755301,0.364874625412153
2,45,0.301495923318379,0.23588076403124
2,46,0.294847448808224,0.311336654593596
2,47,0.22374695536535,0.286795601658864
2,48,0.235863887674449,0.279319273898673
2,49,0.205348977557814,0.192491757688901
2,50,0.222321781470708,0.110729227362389
2,51,0.229644359367494,0.260509543014856
2,52,0.236803965709444,0.248819334317369
2,53,0.248016030287143,0.260629347798398
2,54,0.21496319430071,0.356914482219892
2,55,0.191148725208584,0.268535295454569
2,56,0.166162196447837,0.176247990775764
2,57,0.488903255741525,0.599901241854876
2,58,0.378160763123372,0.415041904555715
2,59,0.286892334183291,0.290239827301983
2,60,0.304614251655326,0.3111073860652
2,61,0.243526844972033,0.207851799906911
2,62,0.189627038621776,0.275019997779439
2,63,0.203264648193933,0.285666321620675
2,64,0.155614636824331,0.231665036443681
2,65,0.209295957901294,0.294259843517305
2,66,0.100491593080603,0.109476100581475
2,67,0.409421427784386,0.326406732922535
2,68,0.274721789349496,0.250774964813439
2,69,0.246695278385621,0.179489913681187
2,70,0.21455932481981,0.417058045258142
2,71,0.261659484112361,0.325117453036355
2,72,0.385289589366184,0.463273099453347
2,73,0.575443959460416,0.453703520618011
2,74,0.308436035330388,0.296232593730663
2,75,0.268563776700142,0.363222410467615
2,76,0.215820634284864,0.207988629692095
2,77,0.344021127122321,0.382737483257467
2,78,0.311815375096876,0.3089763868639
2,79,0.364323806243717,0.369395746249642
2,80,0.15065479901741,0.0343712703838061
2,81,0.353965357164475,0.468741758530491
2,82,0.237489889545479,0.11698082166875
2,83,0.250718712279441,0.363608771164388
2,84,0.276140304295611,0.352719798652529
2,85,0.285923170509121,0.32864803767261
2,86,0.320817188909441,0.298900214943069
2,87,0.296581447975307,0.253454790555307
2,88,0.232688632212605,0.212178705491259
2,89,0.222793188327678,0.115347191011588
2,90,0.28035628971942,0.201337804435808
2,91,0.263387826798254,0.213978752017341
2,92,0.363023827396543,0.285930058486231
2,93,0.237527120113999,0.398534594139202
2,94,0.246175657987573,0.424432319639607
2,95,0.15070316006224,0.266831701825446
2,96,0.340986483379441,0.460630216826596
2,97,0.357124622229903,0.337348278011284
2,98,0.333082531674822,0.387503545129921
2,99,0.318301106860227,0.360312971948328
2,100,0.391846589904431,0.399337590117432
2,101,0.528055203637717,0.685023690096451
2,102,0.603548957338114,0.728571186222227
2,103,0.831236372677713,0.954743143880545
2,104,0.854260969393773,1.06559142572943
2,105,0.458575103479937,0.665812364983841
2,106,0.451473359569138,0.59959140091517
2,107,0.383312914211143,0.485908980351462
2,108,0.295317083821895,0.369053534796529
2,109,0.466305684040122,0.544870094208693
2,110,0.30740244515307,0.396848528572256
2,111,0.317574235871394,0.473207102022664
2,112,0.341400874803976,0.447956119561145
2,113,0.227283426951393,0.22473519527019
2,114,0.242875393793031,0.309868631443597
2,115,0.23705367054139,0.285386962178785
2,116,0.211376453799361,0.217728188797589
2,117,0.306182007565817,0.30806611814909
2,118,0.247516269116699,0.321976018905523
2,119,0.205162627145017,0.294006584444446
2,120,0.219980493377967,0.243514110723733
2,121,0.296386918373278,0.318497460253691
2,122,0.31044653105267,0.300396120549254
2,123,0.249635231275498,0.221698761590758
2,124,0.295661789248817,0.33601597984769
2,125,0.307278412538698,0.26414622791934
2,126,0.167658395397734,0.218332280731841
2,127,0.236989324020672,0.276933471898817
2,128,0.229509015294437,0.320525767709281
2,129,0.266158878468534,0.261258459338028
2,130,0.224143221076134,0.202148556451496
2,131,0.571277825626547,0.602798910864609
2,132,0.342891656598865,0.504855668944982
2,133,0.352223203532011,0.562385499022207
2,134,0.443136339853995,0.434277196206283
2,135,0.346392354631064,0.395893569635471
2,136,0.440315935613953,0.430601835290045
2,137,0.273533262525426,0.257066128783375
2,138,0.272505917511244,0.355586857271517
2,139,0.479985414119463,0.394380590661656
2,140,0.336440951482472,0.341716155942865
2,141,0.304884650866673,0.321265758312051
2,142,0.309916196445499,0.279434250890849
2,143,0.2274325525985,0.26541908886288
2,144,0.133578633883885,0.12775088303405
2,145,0.229887490673163,0.297939892418331
2,146,0.161082882240985,0.195558187414558
2,147,0.310739456196916,0.298049434245113
2,148,0.276145961915186,0.284013019104087
2,149,0.392045378219714,0.393710095511657
2,150,0.333698660982488,0.300994487090472
2,151,0.242578073208869,0.29598133477515
2,152,0.25305299280685,0.375445696978992
2,153,0.192747880155738,0.278655831093082
2,154,0.0978207434612937,0.138404019249286
2,155,0.161793890781048,0.194130131412101
2,156,0.257534987789095,0.187872980611262
2,157,0.214368665333603,0.263484419086226
2,158,0.274802026762002,0.332212350440721
2,159,0.160085954886512,0.197127042164325
2,160,0.197860667526688,0.443764044476625
2,161,0.194839860878695,0.267811869259769
2,162,0.170725843191929,0.427318161901654
2,163,0.166797031649131,0.250897666498467
2,164,0.283499041356434,0.423927413610141
2,165,0.358332271088538,0.39710880769043
2,166,0.31193292607253,0.355945216383423
2,167,0.271768529036884,0.319570993824975
2,168,0.208987926621877,0.290927960646982
2,169,0.223311463966652,0.317617053189198
2,170,0.168213390970001,0.174534307814705
2,171,0.24393491082288,0.345389846187131
2,172,0.408451563198537,0.445120081377564
2,173,0.257008961332903,0.323580783481425
2,174,0.277341441339396,0.292932706425844
2,175,0.286428590407328,0.259553804191716
2,176,0.347152790940864,0.385813138565793
2,177,0.339126204144229,0.452530031366427
2,178,0.308958428643216,0.362238242195213
2,179,0.299490364196215,0.267666085856753
2,180,0.21860680257305,0.23769338099408
2,181,0.368440019358296,0.462090190615781
2,182,0.461207564597688,0.415287269769172
2,183,0.329763226155105,0.275432529056024
2,184,0.269723329004771,0.403710461912254
2,185,0.252046577515836,0.27328492856363
2,186,0.392653038448863,0.40975666103537
2,187,0.17440745120143,-0.00867852059766903
2,188,0.0497198645153534,0.0418877882408532
2,189,0.260377562982928,0.325910322941896
2,190,0.264551091681886,0.398520093000981
2,191,0.192171926395831,0.321027282563514
2,192,0.195915142257965,0.32673969753812
2,193,0.309273056612236,0.309452541826
2,194,0.312613408697462,0.457236580643193
2,195,0.355437724964865,0.364909461446165
2,196,0.247682810631686,0.360260997556246
2,197,0.251373455036261,0.286960592974287
2,198,0.310441246194093,0.356446052462716
2,199,0.29545472470184,0.402074903823736
2,200,0.229216762034771,0.320427408076141
3,1,1.11946980658535,1.1672234357467
3,2,0.860912547090094,0.936893731085354
3,3,Inf,Inf
3,4,0.817802102158321,0.910470773471029
3,5,0.753462430609068,0.84998672464463
3,6,0.779069880175613,0.888551326242301
3,7,0.669343449396626,0.70539374375299
3,8,0.810189953215486,0.88021127352893
3,9,0.464974961597266,0.503844268457221
3,10,0.880823399470751,0.90473033058989
3,11,0.555814744561171,0.688671988737473
3,12,0.790354808231093,0.909574661534051
3,13,0.330158453218761,0.430940212803401
3,14,0.197971691623164,0.205314273640626
3,15,0.23617682709318,0.329923030767579
3,16,0.263847636207494,0.315265282878774
3,17,0.331543486478943,0.339461233843378
3,18,0.19723483487971,0.236616666556416
3,19,0.325069116100203,0.337508240021515
3,20,0.34028244048923,0.342396212056671
3,21,0.295625784491643,0.371779071988814
3,22,0.407962631701834,0.432823302261379
3,23,0.273788499024733,0.307108021782882
3,24,0.321212645633344,0.373352332179133
3,25,0.388527339514341,0.408701124645262
3,26,0.358068158082804,0.368915342940571
3,27,0.232258188386419,0.38557745057843
3,28,0.316006461971171,0.420528659710265
3,29,0.717986234957622,0.703331872513777
3,30,0.825388766701395,0.852137768530263
3,31,0.567736463704673,0.672652828487871
3,32,0.5747412193899,0.597196788665113
3,33,0.571922243928243,0.612208877840084
3,34,0.521199976470716,0.442529339161291
3,35,0.281114605298834,0.352916111419332
3,36,0.361420891666552,0.363153082717827
3,37,0.356038073972942,0.323070535557553
3,38,0.418509966013043,0.348416328174084
3,39,0.285583964429543,0.364043151741184
3,40,0.358494235988654,0.420260949052606
3,41,0.283838397630249,0.280986494398941
3,42,0.268397782004056,0.248985385769619
3,43,0.301611915996233,0.336178256103052
3,44,0.508415455512899,0.531341538765678
3,45,0.358886529958493,0.407486489102987
3,46,0.379457161146045,0.39095225656972
3,47,0.366460751763444,0.357489755681686
3,48,0.293546063818809,0.313563752649999
3,49,0.244555989976834,0.263611861218112
3,50,0.27131742946884,0.306243536687743
3,51,0.30385157821055,0.333202759317708
3,52,0.198414590748327,0.296859039598653
3,53,0.237941389437597,0.321599212944644
3,54,0.272358581161842,0.373738735807527
3,55,0.191082053926025,0.268995059871404
3,56,0.14929048485926,0.189876287766409
3,57,0.563762298588353,0.628326511719565
3,58,0.413065351302918,0.517991137389956
3,59,0.317569963549217,0.386927409648112
3,60,0.403612252057409,0.416873015334031
3,61,0.305135657577196,0.309415445364044
3,62,0.289146400575902,0.416782443407378
3,63,0.285076651651044,0.361756943574587
3,64,0.252276345945957,0.331966845407256
3,65,0.277966505546771,0.370421342066316
3,66,0.142077267991103,0.215778345962336
3,67,0.334006046339796,0.307642286935879
3,68,0.319351266076422,0.39433703796952
3,69,0.256271252853867,0.334717207435699
3,70,0.248297319712951,0.500013150569827
3,71,0.299654526674811,0.414311320020872
3,72,0.60718755871514,0.67147778648713
3,73,0.601030698838463,0.655933440458297
3,74,0.414080298771558,0.449003898332154
3,75,0.274633266295888,0.493779832625228
3,76,0.240557332115044,0.290961253341233
3,77,0.44244580068553,0.522907432038368
3,78,0.377793280727559,0.476327889869434
3,79,0.372207416154791,0.519017558844112
3,80,0.11726810968757,0.113408031916616
3,81,0.28739680185924,0.436835769708905
3,82,0.188906904489125,0.153482562342521
3,83,0.22220461643197,0.315461468654901
3,84,0.243278842561762,0.315475090553307
3,85,0.264138318969884,0.389555659828287
3,86,0.319647253059608,0.434183529677125
3,87,0.310445013686007,0.350969297815742
3,88,0.20999984593054,0.313956484012201
3,89,0.220911691936547,0.231485695608914
3,90,0.293267514857948,0.316511630099378
3,91,0.260978910027779,0.301429530246955
3,92,0.333217132185147,0.392858289955201
3,93,0.374754685702891,0.462884579642392
3,94,0.322391167438725,0.51446269615688
3,95,0.223246591176782,0.332164181975714
3,96,0.475505639953436,0.570278216381052
3,97,0.623285938636458,0.561356212417631
3,98,0.416010786912721,0.475557424608983
3,99,0.429234026105808,0.475893301831221
3,100,0.468744399499556,0.542347531082083
3,101,0.894516715188673,0.973036780288938
3,102,0.732639758111615,0.78183332644361
3,103,1.25955648172805,1.25207066391036
3,104,0.839495583868348,0.918470259918064
3,105,0.609884650531372,0.801806438389981
3,106,0.719628955985665,0.820765938312265
3,107,0.748101909749522,0.854277156464359
3,108,0.55370277255883,0.598015532696792
3,109,0.937721461835822,0.988094582987344
3,110,0.591691036950456,0.722495632591839
3,111,0.582940016500694,0.715031041336528
3,112,0.510027815573767,0.591026516941245
3,113,0.160537148181874,0.272994885175694
3,114,0.233097946955553,0.335331688184221
3,115,0.271751048851224,0.364766537825252
3,116,0.174758031560152,0.248275308963655
3,117,0.279714538235358,0.307694698839042
3,118,0.244376306884582,0.267057002779356
3,119,0.308570627252052,0.258526012829757
3,120,0.175792229122461,0.248593067843194
3,121,0.3182920931644,0.421943401154981
3,122,0.26886408845164,0.315585803739728
3,123,0.248199248264038,0.341964072061407
3,124,0.281908042615551,0.401852380023166
3,125,0.331392074395272,0.31610558643614
3,126,0.204132183058179,0.272263615129432
3,127,0.27573729105883,0.338691624048399
3,128,0.295069042467257,0.370050340522615
3,129,0.284504218951701,0.336391168051299
3,130,0.183486698578524,0.242189443039936
3,131,0.655558608967925,0.7929611861608
3,132,0.427744437132978,0.603103424168107
3,133,0.6083057719836,0.703871859451167
3,134,0.549926800718283,0.573989474565792
3,135,0.44444819943656,0.450600955210609
3,136,0.509861458728695,0.452913088661674
3,137,0.251982790849517,0.249662026528259
3,138,0.297198657806181,0.345596884237556
3,139,0.487975972044093,0.527328551045277
3,140,0.334405689673164,0.341447129085751
3,141,0.275481206033106,0.361481869869028
3,142,0.340888803822559,0.284030828570527
3,143,0.227537431011181,0.279599526897506
3,144,0.162341378063831,0.232733694064007
3,145,0.262902366827301,0.300462528404041
3,146,0.217851756811187,0.267642135884036
3,147,0.312742385739893,0.349165514951431
3,148,0.31278836595102,0.383885374134361
3,149,0.493836954340769,0.494773992455502
3,150,0.327457264177401,0.373172032901004
3,151,0.310036610784737,0.238480768950666
3,152,0.222247913237683,0.394896036135659
3,153,0.275620724743712,0.320160707894478
3,154,0.167550701908796,0.25916274763949
3,155,0.180573590910776,0.246500499391601
3,156,0.2350971785677,0.306440022834783
3,157,0.153371946543666,0.269301720165506
3,158,0.362298423401954,0.385219697061537
3,159,0.106579757048358,0.230321827205985
3,160,0.282169877471285,0.461080266065507
3,161,0.224719041099811,0.262651389129914
3,162,0.184983362550299,0.341932700492008
3,163,0.265065669374006,0.317184673251304
3,164,0.450971402078067,0.573677370405655
3,165,0.385420466697219,0.474887211756041
3,166,0.331319572525751,0.38423583544831
3,167,0.208059051359366,0.367801708354991
3,168,0.187611748204895,0.23502027460153
3,169,0.197499632055274,0.350611398123434
3,170,0.154180206530526,0.230856984196763
3,171,0.219819477352795,0.384388381197143
3,172,0.325386456706624,0.440988638445021
3,173,0.258754667357648,0.352425662801079
3,174,0.33684230675177,0.307966813913691
3,175,0.256586341602563,0.28004431328032
3,176,0.292765100519602,0.403462904854892
3,177,0.286087349187225,0.447460265343501
3,178,0.308718340962429,0.396586566001979
3,179,0.304105938503992,0.333058474662758
3,180,0.173760427335391,0.273984462180935
3,181,0.521908967691857,0.64138666055746
3,182,0.405666414510418,0.580158560520163
3,183,0.418686128201909,0.486145402306055
3,184,0.307170640650476,0.445707681529404
3,185,0.191523826355016,0.293511665804181
3,186,0.497517722572842,0.537948592290576
3,187,0.152020730884921,0.0635177208117323
3,188,0.0875830721499433,0.177055496506229
3,189,0.189302274562111,0.363600391827044
3,190,0.251414315957124,0.454376902413453
3,191,0.218932158782975,0.275844533641775
3,192,0.218104150597195,0.344842479211332
3,193,0.234999002853368,0.372147370033803
3,194,0.406363885861995,0.589451184175309
3,195,0.556180536554695,0.65931510652835
3,196,0.416081779653389,0.478118332336115
3,197,0.182665863945898,0.373313900190971
3,198,0.335403207944636,0.429807429834578
3,199,0.378668330790306,0.506453339081508
3,200,0.290617028371902,0.396787029378672
4,1,0.777753218503126,0.85448073773948
4,2,0.821321970028593,0.904187550955297
4,3,0.817802102158321,0.910470773471029
4,4,Inf,Inf
4,5,0.978336996424756,1.10806543279431
4,6,0.893887025399986,0.846456161240231
4,7,0.496447120285592,0.533822593024722
4,8,0.596834865290937,0.669844976191571
4,9,0.346991470367416,0.438947385011366
4,10,0.578843208757294,0.664290120364994
4,11,0.348882296379856,0.461957535498925
4,12,0.666070096445498,0.810290980667961
4,13,0.144992615239116,0.293895020031221
4,14,0.116226739630436,0.162982796436186
4,15,0.0381216500960545,0.188485553426292
4,16,0.148747945035055,0.233015719337866
4,17,0.20842026752813,0.28093087619891
4,18,0.0428397897389513,0.11890773395279
4,19,0.204667711282393,0.287494017258748
4,20,0.193215150983272,0.286852457515576
4,21,0.149610017708732,0.249899157342802
4,22,0.247722386222298,0.333908280473109
4,23,0.21950006763885,0.300455737054312
4,24,0.192181746245811,0.313832877308308
4,25,0.273583424644063,0.34116843601328
4,26,0.23030778616989,0.274732895160193
4,27,0.120355274476283,0.250199949914029
4,28,0.161093414178561,0.283910470188955
4,29,0.477429924870791,0.480486010489985
4,30,0.616534204162974,0.69424538995671
4,31,0.56730242321961,0.723409191143533
4,32,0.379486421279255,0.410211696551561
4,33,0.337989725978358,0.447505793199674
4,34,0.286807828649504,0.321112602109243
4,35,0.137480203631913,0.257446527249844
4,36,0.20187746496235,0.266813407973808
4,37,0.174872405838577,0.20671540132731
4,38,0.240329740037132,0.218536427191584
4,39,0.123125051612942,0.255929905077758
4,40,0.188683392162919,0.320161093506004
4,41,0.132914749824468,0.232092734885726
4,42,0.137990380628872,0.235482224152237
4,43,0.131912270761073,0.186735371736227
4,44,0.27979196670338,0.354395916277892
4,45,0.171893633370135,0.280426744098872
4,46,0.159593082849097,0.253694203252972
4,47,0.202067088449374,0.295196691796514
4,48,0.0889727237916666,0.099858685652954
4,49,0.188004144595748,0.158461298814822
4,50,0.100136261226842,0.152988316374148
4,51,0.177744362313697,0.283760055127021
4,52,0.143486030628965,0.203717154631414
4,53,0.16187223075223,0.212566433325923
4,54,0.163366411697651,0.219509606101593
4,55,0.0859305640781785,0.221842676378857
4,56,0.0932283694667667,0.13745899497768
4,57,0.406069575784309,0.573679357904087
4,58,0.235012367303621,0.332027486321451
4,59,0.128637750963962,0.268082531523516
4,60,0.230886691516958,0.290579215372141
4,61,0.154390107892935,0.152427331210782
4,62,0.16469116123578,0.239216497191747
4,63,0.197927219661078,0.256111547210099
4,64,0.0891063914887155,0.202295148498293
4,65,0.147551876914809,0.190017150105817
4,66,0.0473087393919765,0.140330636717338
4,67,0.0812781103803406,0.160287216271012
4,68,0.206970786148614,0.267827783958964
4,69,0.135727882412341,0.148111134801409
4,70,0.197166832533502,0.352983041714472
4,71,0.229967169546247,0.168218199992907
4,72,0.329586303000571,0.460471035994117
4,73,0.352573245914682,0.398291201038783
4,74,0.302939157853354,0.29189323089582
4,75,0.221156264701882,0.340414096238248
4,76,0.0956463862823099,0.132321324788356
4,77,0.287651509576831,0.344329990045339
4,78,0.176843068965845,0.308917930573507
4,79,0.345579501592624,0.349107789754067
4,80,0.0407773332296177,0.0782283614765605
4,81,0.320877511458493,0.338909216464022
4,82,0.0722314531095345,0.0801782731613636
4,83,0.168503663803499,0.250971617308827
4,84,0.100618916166099,0.218859381283669
4,85,0.195082534208134,0.235170440970658
4,86,0.176154251788843,0.277346625865146
4,87,0.270711767533941,0.323386717966242
4,88,0.134756926733488,0.147122058576889
4,89,0.0914296332008072,0.0858723360657222
4,90,0.184547876958363,0.170042982343508
4,91,0.0885428257377764,0.206991779557673
4,92,0.224656215185553,0.317752289881924
4,93,0.142333887501842,0.32216738261272
4,94,0.248021192891422,0.377524151458299
4,95,0.119586174990102,0.261104076005068
4,96,0.433673099230981,0.580941300780977
4,97,0.373311986365014,0.379785403275148
